status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,1,August 8 2013 Salt Lake City to Denver Denver to Wilmington return. Frontier Airlines are unfriendly and crowded. They treated us like cattle as we were preparing to board. Do we have to expect rudeness and poor service to get a decent deal? How much can it cost to give us a small glass of orange juice? I wondered if this is just the way airline travel has become but my husband flew on Delta last week and was treated much better and enjoyed his juice. My sister flew on Southwest and even had a bag checked for free. I hope I never have to fly on Frontier again. If you had a spot for zero stars below rating travel experience I would rate zero stars. Frontier is definitely the worst in my experience.
,,,Economy Class,,,3.0,2.0,2.0,4.0,,,1,no,,"I will never fly Frontier Airlines again. I booked a ticket from St Louis to Phoenix. I started off in St. Louis and connected through Denver to arrive in Phoenix. While in St. Louis I checked one bag for $25. I then paid an additional $45 to have ""More Legroom Seating."" and Zone 1 boarding. St. Louis leg was fine. Denver is where the issues take place. As I boarded in Zone 1 I was asked to step aside and stand in a line as the flight attendant needed to speak to me. I was informed that I needed to pay an additional $100 to carry my purse and computer bag onto this plane before I could get on my flight home. I explained to the flight attendants that I would have easily packed my computer into my existing bag that I checked in St. Louis. The flight attendant asked me to dump my purse into my computer bag. It was never mentioned to me in St. Louis that I may have to absorb an additional cost to carry my purse and computer bag onto plane. Beware of the lower priced fares of Frontier. They will charge you in the beginning middle and end! You could fly first class on other airlines."
,,,Economy Class,,,4.0,1.0,1.0,1.0,,,2,no,1,"We flew from Costa Rica to ATL stayed for 7 days then back to SFO. We were told we get one free baggage per person. I confirmed again a day before. At the check-in we had to pay for baggage simply because we had stayed 7 days in ATL so it is not considered international flight. Gate check-in was a joke. She grabbed our printed boarding pass and left us nothing to show our seat number. When we asked her she said 'You did not print 2 copies?"". Really? I need to print 2 copies of boarding pass per person? Next the safety announcement at flight 429 on 10/9/2013 sounds like someone is forcing a 15 year old to read an English essay. I highly recommend travellers avoid this airline if you can."
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,I was given this trip the purpose was to see a concert in Seattle and we were scheduled to arrive at 2 pm. Due to a weather delay our initial flight out of KC was delayed-this is not Frontier's fault. I asked the ticket counter clerk if I needed to be put on a later flight and that I was even willing to purchase a flight on another airline because I had to be in Seattle before 8 pm. The counter clerk told me this delay would cause a 'ripple' effect and that my flight out of Denver would be delayed. The flight out of Denver wasn't delayed and we missed it - and missed out on all of the flights that we could have booked when we were in KC. The only available flight was on a partner airline and arrived to Seattle at 11.15 because it had to go through Phoenix first. On the way back our flight was delayed again - this time it was not weather and we were automatically put on a later flight out of Denver to KC. This meant that we had to start our drive home 3 hours later than originally planned. Somehow we made it to Denver before our original flight left. They wouldn't let us on the plane. The ticket counter told me I had to change my ticket at customer service. Customer service called the ticket counter who told them we could not board the plane - that plane was actually delayed until 7.45. We sat and watched the plane we had purchased tickets for take off. I am giving them low ratings on everything because the seat comfort really doesn't matter when they can't do the basic job of getting you to one place when they say they will.
,,,Economy Class,,,4.0,1.0,3.0,4.0,,,3,no,,Left on Friday 10/4 at 6.15 am. First time flyer on Frontier. The ticket desk was horrible. They were so rude to each customer that went up to the ticket desk. It became the joke of the customers in line and than on flight. They acted as if we should be lucky they were there instead of treating us as the customers. Flight attendants were abrupt and never helpful or kind. Awful experience. When I got to my destination I talked with my son and his fiancee who flew the day before. Same thing happened to them. On the way home from Oklahoma City on 10/7 we had an amazing experience. My ratings below are on MPLS only.
,,,Economy Class,,,3.0,1.0,1.0,1.0,,,2,no,,"I booked the flight via a 3rd party agent depart from Los Angeles to Indianapolis with one carry-on with me for the weekend. Arrived at LAX 20 minutes before departure. Incredibly I avoided the extremely long line and made it through the kiosk quickly but did not realize that they charge $25 carry-on fee for 3rd party booking users. So I got charged $100 at the terminal gate in order to board the flight instead of $25. The flight was delayed 40 minutes due to bad weather in their hub in Denver. On the returning flight I arrived at the Frontier counter in Indianapolis 50 minutes before departure. Few people in front of me and a few behind me at the counter with only 2 employees working there with extra slow pace. By the time I reach the counter I been told that their counter has been shut down 45 minutes prior to the departure as well as the Kiosk so there is no way for me to pass TSA without a boarding pass. Their employees were extremely rude with a bad attitude. Both left the counter and shut down everything. All they said was ""read the sign and call the 1-800 numbers for help. I called the number but ended up wasting my time. It was $100 to reschedule which I did not accept. In the end I had to purchase a one- way flight from Delta across the lobby for $450.90 in order for me to get back to Los Angeles on Sunday. I have learned some lessons from this incident which I will definitely avoid Frontier Airline in my life."
,,,Economy Class,,,4.0,4.0,1.0,1.0,,,1,no,,My family booked its trip on Frontier Airlines through Travelocity. From the time of booking to when we flew several changes were made that negatively impacted our trip greatly. We were not notified that because we had an economy ticket our carry-on bag would be $50 a bag to take on the plane along with no food or beverage except water. Also Frontier Airlines has implemented a new policy that if your boarding pass is not checked in 45 minutes prior to your flight you are not allowed on the plane and are to be rebooked. My family was traveling in a very small airport turned in our rental car and got in line about 50 minutes before the flight. Please note that there is no one in the security line and that it would take about 10 minutes to check in and go through security at this airport. As we are standing in line it is announced that my family along with 15 others will not be allowed on the plane and that we will need to rebook. Because it is a small airport the soonest that Frontier Airlines could get us to our destination was 2.5 days later. My family rented a car drove to another airport 7 hours away paid for new tickets on another airline and got home late that evening. Frontier Airlines is known as an airline for value however booking with them cost my family an additional $1200 and left many of their patrons sitting in the airport stranded. My family along with many extended members will never fly Frontier again and we will make sure to share this experience with as many people as possible. For a customer service industry this is unacceptable.
,,,Economy Class,,,0.0,1.0,0.0,0.0,,,1,no,,My wife and I were scheduled to go to Los Angeles to visit our family today. Arrived at Frontier in Bismarck ND an hour before the flight (at 5.30am). Bismarck is a tiny airport and the last time I attempted to get there 2 hours prior to departure no one was there. When we arrived there was a large line at Frontier we waited for 20+ minutes and the lady at the check in stated that Denver (Frontier's hub) had shut down their computers and nobody else would be able to check in. The entire line missed their flight. This was due to the fact they opened the check in line later than they should have. They did not shut down the check in line 45 mins prior to the flight departing because they were trying to catch up from a combination of opening up so late and the incredibly slow service. Not only were there no other flights that day the flight for the next day was full and we were told Saturday was the first option. You would also think this would be at no additional charge you would be wrong to think that as well. They charge you transfer fees third party booking fees difference in the cost of the new ticket etc... So all in all we initially paid $635 for the tickets for the two of us then I paid $679 to put my wife on a Delta flight same day to get her to LA lastly I paid $399 for myself to fly from Dickinson to LA on Friday morning. Frontier gave me a credit for the flight I missed that ended up being worth $33. That doesn't even cover the gas for me to drive back from Bismarck after they caused me to miss my flight.
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,I arrived at the gate with 40 minutes until departure. They would not give me a boarding pass! Additionally the rude lady at the counter would not re-book me or put me on standby for another flight. I had to buy new same day tickets with Southwest Airlines. Worst of all because I didn't make my outgoing flight they cancelled my return flight.
,,,Economy Class,,,4.0,1.0,1.0,3.0,,,1,no,1,September 20th - first flight: ABQ to Denver and Flight 2 Denver to Seattle WA. Both flights were delayed. The boarding process was chaotic the boarding by zones served no purpose: we had to wait in line before boarding for at least half hour because passengers struggled to find a spot to store their carryon luggage and struggling to get to their seats causing heavy traffic in the aisle. Attendants seemed to be as confused as us not knowing what to do. I and other passengers had to check in their carryon as all the overhead compartments were full. The check- in agent did not seem to know what to do either. Finally arriving in Denver I headed to the customer service to make sure my carry-on would get to my final destination when I arrived at the counter the three employees who were not helping anyone literally ignored me for some time and then finally a rude employee did not really help me out but sent me to another gate in order to receive service. Second flight was delayed due to refuel process. Paying for entertainment may be justified but paying for non alcoholic beverages is not acceptable. I will definitely not fly with this airline ever again.
,,,Economy Class,,,2.0,3.0,2.0,3.0,,,2,no,,"We booked through Cheapo Air because tickets were cheaper. Well we made up for this at the airport when we checked our bags - $25 for checked bag and $20 for carry on - each. We followed online instructions that said it would be cheaper if we checked in online - so we did. I used my smartphone so could not print a boarding pass. At the completion of this online check in I got the message ""online check-in confirmed"" - this was witnessed by four other people. At the airport we were told that they had no record of our online check-in so had to pay $50 for checked bag and $25 for our carry-on. Not only that but the 3 of us did not get seats together. We had to approach the ticket counter every stop (4 times) and beg to get our seats changed so we could sit together. On two ""legs"" of our trip we got the very back row which was stuffy/hot/uncomfortable. If you have booked your flights together they should know that you want to sit together. It's ridiculous! It all comes down to booking with them so you will pay a higher fee for your ticket. One ""leg"" of our trip the flight was delayed almost one hour with no explanation no notification no apology. We would never fly Frontier again."
,,,Economy Class,,,3.0,1.0,1.0,3.0,,,1,no,,9/13/2013 Flights: 231 Nashville to Denver 551 Denver to San Diego 563 Denver to San Diego. Travelers beware. Frontier is no longer what it once was. The ticket gate and customer service agents will - either through incompetence or deliberate false manipulation - frustrate your efforts to smooth out the hiccups caused by their poor schedule management. Flight delays and missed connections are tough luck - takes 12 hours to travel Nashville to San Diego or Chicago to Las Vegas or Austin to Denver. There were 100s of these stories just in one day. The staff denied that connections would be missed (they were) claimed all flights were delayed (they weren't) claimed later flights were full (not true). New militant carry on baggage measurements and charges don't ask for water coffee or a soda unless you have your credit card handy and don't count on them having anything edible on board. If you still decide to travel with this miserable airline the best of luck.
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,I flew Frontier approx 2 years ago to Vegas and had a bad experience then. I ignorantly decided to give them another try and flew to San Diego from Nashville with a layover in Denver same route back to Nashville. Not only was the check in staff rude but they messed up our seat assignments. My husband and I who were on our honeymoon checked in 2 hours early and they still managed to mess up our seat arrangements made during the booking process 4 months prior. We ended up having to fly seated separately. Normally we wouldn't be too upset but it was our honeymoon and we did check in with adequate time and booked our flights well in advance. Needless to say I will never use this airline again.
,,,,,,3.0,2.0,4.0,0.0,,,3,no,1,I got an early flight from IND to PDX. Flight 613 was 2+ hours late so Frontier rebooked to later flight with 20 minute connection in DEN which was obviously missed. Rebooked again on Alaska Air to SFO then Virgin Air to PDX later that night. After traveling over 12 hours now my bags are in SEA waiting for next flight to PDX so I have to wait hours again! Bags never made flight! Drove to SEA airport to pick them up. Trip home 2 weeks later flight 792 from PDX on time only to find out in DEN that flight is actually delayed but not before running 40 gates to make a connection then running 40 gates back to new gate. All airport displays showing on time at wrong gate! Now sitting at new gate waiting hours again. Flight 1608 finally leaves well after 4.30 with a reserve pilot. Not once did we get to watch TV on any one segment of flight to or from PDX! I will look for other airlines in the future.
,,,,,,2.0,3.0,2.0,3.0,,,2,no,4,We recently flew to and from Denver to Anchorage. Both were night flights. Your cabin and reading lights are awful. Those greyish/white lights make the plane feel like a parking garage and impossible to read by. Yes everyone is transitioning to new types of lighting but there are better lighting options out there.
,,,,,,5.0,5.0,0.0,5.0,,,5,yes,10,Our flight ILG-MDW was wonderful. Wilmington airport was a breeze flight was pleasant arrived 30 minutes early. We upgraded to STRETCH seating which was very comfortable. Flight crew was extremely friendly and personable. I look forward to flying them in the future.
,,,Economy Class,,,4.0,1.0,3.0,2.0,,,3,no,3,Flew late July from Vegas to Cancun via Denver. Realised that bags had not been booked apparently you can not do this from UK. I attempted to book online day before leaving Vegas but was not permitted to do this. At airport we paid for bags and asked to have two seats together as my partner is a very nervous flyer. Check-in staff in Denver were lovely and quickly changed our seats. Staff on flights were probably the worst I have flown. Landing announcements were quite funny and instead of reminding passengers to check the overhead compartments for personal belongings we may have stored she said to check for any personal problems we may have left there. Didn't flying used to be fun and exciting and not a chore.
,,,Economy Class,,,3.0,5.0,0.0,0.0,,,5,yes,10,Orlando to Trenton on 8/28 and return 9/3/13. I had one of the best flights I've had! I was bothered about the reviews I read prior to my flight and I can testify that my Frontier flight was flawless. It on time crew and staff couldn't have been more professional and courteous. I look forward to flying into Trenton NJ again.
,,,Economy Class,,,4.0,4.0,1.0,0.0,,,3,no,2,August 23rd on Flight 572 from Salt Lake City to Denver and on Flight 156 to Des Moines. Return flight on August 27th on Flight 157 from Des Moines to Denver and on Flight 575 to Salt Lake City. I have flown Frontier several times within the past four or five years and have never experienced difficulty. However on this flight I was shocked by the apparent focus of the staff on measuring each person's carry on bags. I saw several customers being sent back to the security desk to pay a $50 fee so that they could carry on a backpack - simply because the backpack did not fit in the measuring tool. Each item individuals had to pay extra for were not overweight nor extremely large. Many of them had backpacks the same size as mine and my backpack fit completely under the seat with no problem. Personally I had to remove my dirty laundry out of the front compartment of my suitcase and transfer it to my checked on bag or I would have had to pay an extra $50 to check on my carry on bag. I believe Frontier has changed their focus from convenience and friendliness to customers and are now focused on making more money. I remember the days when Frontier used to serve complementary drinks and cookies on their flights. Now they charge $2 for a glass of apple juice. Forget the cookies. I will not be using this airline again in the near future.
,,,,,,0.0,3.0,0.0,0.0,,,1,no,,DEN-SLC. Not for the business traveler. In a competitive industry - you would think that the airline would want last minute top dollar customers. Finished meeting early have 4.30 flight but not able to take the 1.55 - would not accept me as standby because I am not their rewards customer. Frontier does not fly anywhere that would warrant being a rewards member. Also the entire cabin was laughing because of the flight attendants trance to ensure that everyone was charged for their carry on luggage.
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,Arrived at 5am to Salt Lake City Airport to find my flight cancelled. Nobody had received any type of alert. After 1 hr 15 mins we were finally addressed by a Frontier Airlines employee who was passing out customer service cards and telling us that we would likely have better results by calling or rebooking. I called finding a 45 minute wait should be expected. Like many customers I was on a tight schedule and decided to book with Southwest Airlines. My Southwest flights were excellent. On the returning trip the first flight was 45 minutes late. We had a similar wait on my connecting flight though we were told repeatedly that there would be a delay of some sort with no explanation or expected time which ended up lasting at least an half hour. I understand that things like this happen but I was happy to land in my final destination.
,,,Economy Class,,,5.0,4.0,2.0,3.0,,,5,yes,5,I have traveled with this airline several times in the past year from Utah to Arkansas and have never encountered any problems. The last trip was SLC to LR. Once onboard the plane proceeded to the runway where there was a 45 minute delay. Had to return to the gate told we had a choice to deplane or stay but all connecting flights would be missed in DEN. We boarded again and went to DEN. Staff were amusing and more than willing to offer any information. We all received our hotel accommodation food vouchers and questions were answered quickly and efficiently. The next day was a piece of cake - I flew on to SLC but had problems with losing my bag but had it delivered to my home by 5am the next morning. One thing I didn't understand was the first flight they gave a free beverage but the one from DEN to SLC they wanted to charge for a soda. I feel like a beverage is a very small request for the price of an airline ticket.
,,,Economy Class,,,3.0,4.0,0.0,0.0,,,5,yes,7,I have to say my round trip went without a hitch. Both my departure and return flight were on time with no mechanical problems. The staff were cordial and my seat was the same as any other airline as far as comfort. Yes they do charge for drinks and snacks so if that bothers you buy your own in the airport (it is the same price anyway). I flew from Delaware to Houston and it cost 110 dollars. All other airlines that had direct flights were asking between 350-400 dollars. For that price difference I am willing to shell out 5 dollars for a snack and something to drink. Maybe I had beginners luck but I did save quite a bit of money.
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,Began flying Frontier out of Williston ND some 3 years ago since they were the only carrier there. I live in Utah so would have expected basic but acceptable service. It seems the longer I continue flying with them the more the problems. Coming home to Utah this last time meant delay after delay (I had some 5 delay announcements sent to my email all after I already knew about it!) causing me to miss my connection at Denver. Almost had to stay overnight. Had been gone from home 3 months! How difficult is it to maintain their equipment? Always an issue for them. Now United and Delta are flying to North Dakota. I have to return with Frontier but won't fly them again. I'd rather fly someone else for $100 more who has their act together without the drama and adventure. Hope they go out of business soon.
,,,,,,3.0,3.0,1.0,1.0,,,2,no,1,I purchased the tickets in February to fly Classic Plus in April and return in May. When I scheduled this round trip ticket the airline stated I would receive free television on both flights along with discounted liquor. On the first flight I did and the service was great. On the flight back I was informed Frontier no longer provided such service and canceled in between the time of my three week business trip. Had it not have been for the TV baggage fees reduced and beverages I would have chosen I different airline. They either need to inform prior to flying as the company knew I had the ticket so I could get a different company or honor their' commitment when I paid for the ticket.
,,,Economy Class,,,5.0,4.0,3.0,5.0,,,5,yes,8,SEA-DEN-ILG (Wilmington DE) one way. A pleasant enough way to travel. Had exit row seats on both legs at $20 per segment on an economy fare this is a steal and well worth it. Yes you do have to pay for drinks but they will give you a cup of water for free if you ask. Why not just charge an extra $2/ticket and give everyone a free drink and a small snack? Flight from DEN delayed 35 minutes due to waiting on a crew member to deadhead. Carry on bag policy enforced at DEN with all bags sized but not SEA - if an airline wants to be strict they should do it at every airport. Some people were bringing bags on the Seattle flight that were clearly over-sized. Wilmington New Castle airport is a great alternative to chaotic PHL but has little to no room for expansion and is crowded with just one flight on the ground.
,,,Economy Class,,,1.0,1.0,0.0,0.0,,,1,no,2,"LAX-DEN. Bought a ticket after 20 hour flight from Asia since it was a better connection to DEN. Flight delayed 1.5 hours and had to rebook everyone making a connection - 2 agents for 70 people who were totally incompetent could not get anything done. No announcements no information just rude attitude from ground staff. My bags were checked through onto Frontier and I checked with agent to make sure they would get loaded on from the international flight after clearing customs in LAX - she assured me ""no problem"" and of course on arrival - no bag. Had to wait 36 hours before they were delivered. Never again."
,,,,,,4.0,4.0,4.0,4.0,,,0,yes,7,"My son and I flew from ANC to SFO (and return) via DEN. Satisfied by all flights and crew. However I did notice some changes since my last flight(s) one being the new charges for carryons. The folks at SFO began to implement this new policy and it caused quite a bit of confusion for the passengers and some noted unhappiness at having to pay. Some folks were not pleased with having to have their stuff ""sized up"" prior to boarding. The new policy of charging for all drinks was not too popular as well. I spoke with a couple of crew members from the various flights we were on and a basic theme appeared ""we seem to be heading towards becoming Spirit"". Crew members were not too thrilled. I was using my miles on this trip and my last one with my daughter recently. I have been both an Ascent and Summit member for years and have been very pleased with Frontier. I am however somewhat scared about their becoming a bottom feeder. I know change is always around the corner with airlines but the nickel and dimes they are going after is not right in my way of thinking. Keep it up and I will be traveling on Alaska Air year round."
,,,Economy Class,,,1.0,1.0,1.0,1.0,,,1,no,,My daughter took a teaching job in Phoenix we drove from Michigan to help her get settled. Tried to use Frontier to get back to Michigan - worst experience ever! My husband was to fly out on Sunday the 28th at 3.14 to Denver after several hours was sent to O'Hare had to stay overnight get up at 5.00 to get flight to Grand Rapids Michigan. I stayed until Saturday 3rd 3.14 flight after a delay got on the plane sat for half an hour got off the plane. 2 hour delay - stood in line to change connecting flight Denver to Grand Rapids. Line up to board plane - cancelled. Back to the line for new connecting flight. 9.00pm all flights to Denver cancelled. Back in line. Phoenix to Miami at 10.40. Miami to O'Hare at 6.40 am. Now I need to be picked up in Chicago. Terrible experience.
,,,Economy Class,,,2.0,3.0,1.0,0.0,,,1,no,,First and last Frontier trip SFO to/from Denver. 1.5 hour delay out of SFO. Nearly 3 hour delay out of Denver - 2am arrival! Had to get a taxi home at 3am. Should have flown more expensive flight on another airline. Never again.
,,,Economy Class,,,2.0,1.0,1.0,1.0,,,1,no,,Had a 2.5hr delay on the first flight (no apologies or service recovery offered) and another 2hr delay on the return flight because they used the same mechanically inept plane. The return flight was to be the first of the day. An entire plane of peoples plans ruined.
,,,Economy Class,,,2.0,1.0,1.0,1.0,,,1,no,1,"Flew from DTW to Denver (connecting flight to SNA) traveling with two small children (3 years old and 9) they offered us a ""complementary soda"" nothing else! On the way back to DTW a week later we checked in 2 hours early and they sat us all including my 3 year old child all by him self the representative at the ticket counter simply said there is nothing she could do! No more complementary sodas."
,,,Premium Economy,,,4.0,5.0,4.0,4.0,,,5,yes,9,Daughter and I flew down to SLC from ANC changing planes in DEN. No problems going or returning with the small exception of a somewhat rude/uncaring employee at check-in at SLC. The service was fine the planes clean and the flight crews were caring and professional. The crew on the return to ANC was the best I have ever had on any airline professional and funny. I have them on the flight tonight returning to DEN as my son and I fly to SFO. I expect the flight will be a good one!
,,,Economy Class,,,1.0,1.0,1.0,2.0,,,1,no,,DEN-SJO. Cramped in a seat with no recline. I tried to call in advance to book a seat seat assignment via website did not work. Online check-in not working. It seems that service is non-existent anymore on that airline. Attendants came shortly after take off to sell snack boxes and beverages for $2. No free water service on a 5 hour flight. Attendants very rude sat around and chatted the whole flight.
,,,Economy Class,,,1.0,1.0,2.0,1.0,,,2,no,1,Seattle to Omaha 7/12/13 Flights: 510 and 432. Omaha to Seattle 7/15/13 Flights: 437 and 843. I have had many complications with this airline. The last 4 flights I was on over this past weekend did not leave on time. The shortest waiting time was 2 hours after original departure and the longest was 24 hours. I have many other opinions on why I am not satisfied with this airline and will not fly with them.
,,,Economy Class,,,3.0,2.0,1.0,3.0,,,2,no,3,I flew Denver to DC. Outbound was pleasant enough by today's flying standards. The way back was horrible. I had the same weight suitcase as when I left and they wanted to charge 75 dollars for an overweight bag but a second bag is 20 dollars. The person at the counter was very rude. They started charging for beverages on July 1st. If you add up the fees this airline charges you will actually pay less with another more expensive carrier. I'd shop around before booking tickets with Frontier.
,,,,,,0.0,1.0,0.0,0.0,,,1,no,,Booked MSN to DEN. Had a 13.5 hour delay one day - was able to reschedule for the next day at 6am. The delay for that flight next was 3.5 hours. Poor communication and limited options made the situation worse. Both delays were mechanical in nature.
,,,Economy Class,,,3.0,3.0,1.0,2.0,,,2,no,1,Flying from Cancun Mexico to Denver. Spent 45 minutes at gate waiting for maintenance to repair a tray that wouldn't stay latched. Then another 20 minutes for a refuel. Only two updates on status in the entire hour. Missed the connecting flight. After another 4 hours we here the announcement that the Denver to SLC flight was delayed 30 minutes. Given a card with a phone number to file a complaint or a compliment. The wait times were horrendous and after waiting for 15 to 30 minutes with no answer - we tried this several times. Most recently it said high call volume. Not surprised. Hope we never have to fly Frontier airline again. Staff fairly unconcerned.
,,,Economy Class,,,1.0,2.0,2.0,4.0,,,2,no,3,Not a pleasant return flight from Denver. Flew DEN-STL on the 'economy' fare. Seats were okay but became uncomfortable and pitch was poor. Beverage service was nonexistent since drinks now cost $1.99. That is ridiculous. Flight attendants were rude. The bright side was the TV service.
,,,Economy Class,,,1.0,3.0,2.0,4.0,,,3,yes,5,"There is room for improvement. Left from STL at 5.00 on time outbound to DEN. Seats weren't that great. They were thin and uncomfortable. Very little lumbar support. Flight attendants were okay a little aloof but kind. Inflight entertainment was nice but you had to pay for it. No complimentary snacks. Drinks were free but will be $1.99 as of 7/1/13 - ridiculous. Plane was somewhat dirty. Very wide plane however (A320). Seat pitch wasn't bad (I'm 5'9""). Landed ahead of schedule. Overall pleasant first experience but could have been better."
,,,Economy Class,,,2.0,1.0,3.0,1.0,,,0,no,,Flight number 122 from Denver to Dallas on 6/30/13. Flight delayed 3 hours and I never received any notification from the airlines via email text automated call. The customer service desk was very unhelpful in exploring other flight options since the flight now doesn't leave until 11pm. They also were very unhelpful in providing any information. I will never use Frontier again this is a first and a last.
,,,,,,4.0,5.0,4.0,5.0,,,4,yes,9,I once again had a great experience flying Frontier-ANC to SLC via DEN. The planes were clean the service was excellent and always on time. We actually landed in ANC 30 minutes early on the return. I have yet to have a less than positive flight ever with them. I have been flying them since they arrived in ANC many years ago. Good choice overall.
,,,,,,4.0,5.0,4.0,5.0,,,5,yes,10,Flight 929 from Trenton to Detroit yesterday. After hearing a number of bad comments I had very low expectations. They gave me an option of a food box which I liked. Had a small TV in front of my seat. Flight attendants were funny and very nice. Seats were comfortable.
,,,,,,1.0,1.0,1.0,1.0,,,1,no,,The worst airline I've flown. My flight got changed 7 times. Each time it was a new reason why the flight time was changed. My flight was suppose to take off at 8am. Did not leave until 9pm. The service alone was enough to make me never want to fly with the airline again.
,,,Economy Class,,,3.0,4.0,0.0,0.0,,,5,yes,9,"I flew from Columbus Ohio to Trenton New Jersey a few weeks ago and had a good experience. I was worried because of the unfavourable reviews but I was pleasantly surprised with the experience. Frontier is your typical ""no-frills"" airline. You do have to pay for a snack but for the price I paid for the flight I wasn't complaining about that. The position of the seats was a tad uncomfortable however my flight was short so it wasn't too much of a problem for me. The staff and flight attendants were helpful and friendly and there were no delays on either flight. In fact the return flight arrived early. In my opinion Frontier is a good value and I would fly with them again."
,,,Economy Class,,,5.0,5.0,4.0,5.0,,,5,yes,10,DCA to Jackson Hole Wyoming. Flights to Denver and one to Jackson Hole were on time. New clean Airbus 319s. Friendly and helpful crew. Return flight from Jackson Hole left about 40 minutes late due to weather but they held connecting flight in Denver and arrival in DCA only 10 minutes late. Excellent experience.
,,,Economy Class,,,3.0,1.0,3.0,3.0,,,1,no,,I foolishly accepted a great rate flight forgetting you get what you pay for. Flight delayed from LAX to Denver 3.5 hours upon arriving in Denver the staff were completely useless and preferred bad attitudes over customer service. The amount of misinformation received was nothing short of incredible. Management was useless. I will never fly Frontier again.
,,,Economy Class,,,3.0,3.0,3.0,0.0,,,0,no,,Friday 24 May 2013. Frontiers Denver flight was delayed 3 hours which caused me to miss my connection to Reagan Airport so an agent booked me on a United flight from Denver to Dulles. While at the gate I was told I needed to check my luggage because it may not fit in the overhead bin although my carryon luggage met the requirements of a carry on. Once I arrived in Denver I was told by a United agent that they no longer have a contract with Frontier and I was unable to board the plane. So while I did not board the United flight my luggage was on its way to Dulles. I then had to stay over night in Denver and pay for my own hotel. When I finally made it back to Oklahoma I was told my bag was located and it would be sent to my house. Received a call Tuesday 28 May 2013 stating my luggage was still at Dulles with United.
,,,Economy Class,,,1.0,5.0,4.0,3.0,,,4,yes,5,Have no problems with Frontier except their seats. Horrible and I've flown over 60 flights with other airlines. Never had a seat that uncomfortable. The cushioning in the seats is terrible.
,,,,,,3.0,4.0,3.0,1.0,,,2,no,5,"No huge gripe here but it just seems Frontier has joined just about every other airline in the USA in their quest for uncomfortable mediocrity. My tray tables on each of 4 flights were filthy and the seats are very hard. ""Classic Plus"" gives you a few more inches of leg room but little else. They will attempt to charge you for your complimentary beverage upgrade and nobody on that aircraft will get any freebies not even a tiny bag of pretzels. Don't expect a magazine (or even SkyMall) or any free TV/movie viewing. The in-flight credit card sales pitch is the icing on this cake of cheapskate tackiness."
,,,Economy Class,,,1.0,2.0,2.0,3.0,,,2,no,,Flew Frontier last week and had a horrible experience. On the way back they were delayed 1 hour due to weather even though looking at a radar of the entire US there were no weather issues anywhere. Another staff member said it was an air traffic control delay where another said it was a TSA issue. They wouldn't hold our connecting flight for 5 minutes and we missed our flight. We had to wait 5 hours. Finally they lost our luggage and I still don't have it back. I have yet to receive a phone call. It has now been 4 days since the flight.
,,,Economy Class,,,5.0,5.0,3.0,5.0,,,5,yes,10,The planes were clean and the staff very nice. What I didn't like was they push for you to sign up for a Frontier Airlines Mastercard. They should be pushing you to get one of their cards in the Concourse / Gate Area that seems more comfortable to me than having the Flight Attendants doing it. The live TV service has gone up in price didn't like that - they should have left the price alone.
,,,Economy Class,,,3.0,1.0,2.0,1.0,,,1,no,,New Orleans to Denver: heavy rain flight delayed. Staff tell us we won't make our connection so should go back pay for our own hotel and try again tomorrow. We insist that we go to Denver now they reluctantly concede but take us off the connection flight giving us tickets for next day. We should have insisted that we get the boarding passes for the connection and then change those if we can't make it. Before departing we call our travel agency who tell us that there is a United flight with seats departing the same day and Frontier was responsible for placing us on that. Onboard: staff start asking me where I'm going then essentially grab my carry-on bag out of my hand to check it in. I explain that due to my short connection my bag will almost certainly not make it and ask to check for a space. They say no. I was shocked by their abruptness and rudeness. In Denver: our connection is delayed and is boarding as we leave the plane. They won't let us on. After a phone call staff at the gate decide to let us on. In Seattle: naturally they didn't get my bag there on time. I had to get it myself the next day.
,,,Economy Class,,,2.0,3.0,1.0,1.0,,,1,no,1,I've got no problem with the on-the-ground staff of Frontier. Most are hardworking nice folks but I may never fly Frontier ever again due to their poor management making decisions. Thr overhead compartments wouldn't be extremely full if they didn't start charging to put bags under the plane years ago. Now they will charge us to have a carry-on bag for our own good of course. Also promo codes that their site say they are good for a certain time they don't last until the time they say they are usable. That's just dishonest. All things considered it's enough to push me away from ever wanting to fly them again. I'm happy to take my business elsewhere especially when other companies fares are identical. Why fly a dishonest airline that talks down to their customers?
